"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"4954","Bibi & Tina - Adventures with Horses","Nov 12, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Independent Arts Software","familyplay, Markt+Technik"
"4955","Gotcha Racing 2nd","Jul 18, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ARC SYSTEM WORKS","ARC SYSTEM WORKS"
"4956","Defending Camelot","Oct 3, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZekGame","ZekGame"
"4957","Data mining 2","Oct 25, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blender Games","Blender Games"
"4958","Origin Space","Sep 27, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rimware","Rimware"
"4959","Escape Room VR: Stories","Mar 6, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Games 4Experience","Games 4Experience"
"4960","Extreme Drifters","Jul 25, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Burning Asphalt Group","Burning Asphalt Group"
"4961","Exposure","Jul 3, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Radmir Kadyrov","Radmir Kadyrov"
"4962","Space Colonizers Idle Clicker","May 31, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CapPlay Interactive Inc.","CapPlay Interactive Inc."
"4963","Ka Mate","Jan 9, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","2645Interactive","2645Interactive"
"4965","ZombieThon","May 18, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GreenThumbStudios","GreenThumbStudios"
"4966","Bunny - The Horror Game","Aug 28, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bunny","Cheesecake"
"4967","Great Hunt: North America","Mar 12, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Simulators Live","Simulators Live"
"4968","Color Party","Jul 25, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VirtexUniverse","VirtexUniverse"
"4969","9 Balls","Apr 20, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CasGames","CasGames"
"4970","Crazy Appliances 疯狂电器","Feb 6, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PopTea Games","PopTea Games"
"4971","Mendel","Sep 6, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Owen Bell","Owen Bell"
"4972","Audio Infection","Nov 30, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RaafOritme","RaafOritme"
"4973","Hostile User Interface","Dec 15, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lutem","Lutem"
"4974","Aliens&Asteroids","Mar 8, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","crowgames UG (haftungsbeschränkt)","crowgames UG (haftungsbeschränkt)"
"4975","LOGistICAL: Brazil","Jun 14, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sacada","Sacada"
"4977","Novas Las Aventurietas del Robercleiton: o Renascimento do TURBO","Mar 8, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rafael Mori Neiva","Roberpower"
"4978","BoxCat","Feb 14, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OPEN LEVEL","OPEN LEVEL"
"4980","SushiParty","Apr 25, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AECRNIA","AnelaGamesStudio"
"4981","Hero Go","May 16, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Black House","Black House"
"4982","Tribloos 3","Apr 12, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BumpkinBrothers","BumpkinBrothers"
"4983","The Sea Between","Nov 12, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Matthew Hare","Evil Bunny Studios"
"4984","Pirate Code","Apr 24, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Circuit Hive","Circuit Hive"
"4985","Sphoxie","May 17, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Olivier Archer","Olivier Archer"
"4986","午餐13","Dec 31, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","quanhome","quanhome"
"4987","The Harbinger's Head","Jul 19, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hosted Games","Hosted Games"
"4989","CyberRebeat -The Fifth Domain of Warfare-","Aug 24, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","E.N.Nach","Sekai Project"
"4991","Indian Summer","Nov 20, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DIGIDICED","DIGIDICED"
"4992","The Lost Soul","Nov 15, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Polovey Alexander","Polovey Alexander"
"4993","The Grim and I","Sep 27, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hosted Games","Hosted Games"
"4994","Caves and Castles: Underworld","Jan 17, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Amegami","Alawar Casual"
"4995","Rose Riddle 2: Werewolf Shadow","Jun 6, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alawar Casual","Alawar Casual"
"4996","Kill the Superweapon","Mar 5, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Renegade Sector Games","Renegade Sector Games"
"4997","Knight King Assassin","Jul 11, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Niko Kivilahti","Niko Kivilahti"
"4999","Kate's Test","Feb 17, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Azurezero","Azurezero"
"5000","Red Rover","Jun 18, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alan Chan","Alan Chan"
"5001","goto","Aug 17, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alien Jellyfish","Alien Jellyfish"
"5002","Antiquitas","Sep 29, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ape Apps","Ape Apps"
"5003","Asemblance: Oversight","May 15, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nilo Studios","Nilo Studios"
"5004","EnHanced","Nov 8, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RainingLamppost","RainingLamppost"
"5005","Badminton Warrior (羽毛球勇士 中国新年版)","Nov 15, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Milpitians","Milpitians"
"5006","Regenesis Arcade","Sep 7, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hyperbook Studio","Blue Technology Sp. z o.o."
"5007","In Between Games","Jan 26, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alexandress","Alexandress Games"
"5008","Match Point","Oct 9, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jolly Crouton Media Ltd.","Jolly Crouton Media Ltd."
"5009","SALVATOR","May 3, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Artur Rezende","Artur Rezende"
"5010","CubeRun","Mar 16, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gunnevik","Gunnevik"
"5011","Round Mars","Mar 27, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Laush Dmitriy Sergeevich","Laush Studio"
"5012","God is a Cube: Programming Robot Cubes","Oct 11, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marc Kruzik","Dimensional Studio"
"5013","Nelson and the Magic Cauldron","Nov 20, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Manuel Schenk Games","Manuel Schenk Games"
"5014","Mystery Case Files: The Countess Collector's Edition","Nov 27, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eipix Entertainment","Big Fish Games"
"5015","1001 Jigsaw. Legends of Mystery","Dec 24, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Somer Games","8floor"
"5016","Fish Catcher","Jul 13, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jether","Jether"
"5017","Mech Rage","Dec 14, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Drageus Games S.A.","Drageus Games S.A."
"5018","DeepWeb","Sep 20, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ImageCode","Mastermind Publishing"
"5019","IMAZE.EXE 2","Dec 14, 2018","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AFBIK Studio","AFBIK Studio"
"5020","Moon Bullet","Feb 13, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","","Type B Negative"
"5021","InkSplosion","May 9, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Petite Games","Ratalaika Games S.L."
"5022","Rent-a-Vice","May 24, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"5023","Spaceship Commander","May 23, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sokolov Yaroslav Vladimirovich","Sokolov Yaroslav Vladimirovich"
"5024","Alter Cosmos","Jul 10, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pyramid Games","Pyramid Lab"
"5025","Sea Battle: Through the Ages","Feb 19, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Real Fighting","Real Fighting"
"5027","Dongo Adventure","Dec 6, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DA GameDev","DA GameDev"
"5028","Unnatural","Jul 19, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hosted Games","Hosted Games"
"5029","Drift Stunt Racing 2019","Sep 26, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FlagmanJeremy","FlagmanJeremy"
"5030","Dots Pop : Sexy Hentai Girls","Dec 16, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Playtouch","Playtouch"
"5031","Slingshot Explorer: The Twelve Towers","Oct 2, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NicSig23","Tacky Games"
"5032","Arakion: Book One","May 15, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Arakion LLC, Lavidimus","Arakion LLC"
"5033","The last Baron's stunt (Anime)","Mar 23, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SharF Co.","SharF Co."
"5034","Train Simulator: London Subway","Jul 4, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fury Games Production","Fury Games Production"
"5035","Unsolved Stories","Mar 14, 2018","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MadHoundGames","MadHoundGames"
"5036","Crazzers","Mar 18, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hardcore Studio","Hardcore Studio"
"5037","Empires Of Creation","Aug 31, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bundle Of Sticks Studios","Ben 'Yahtzee' Croshaw"
"5038","MeatPossible: Chapter 1.5","Sep 19, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Common Visual Entertainment","Common Visual Entertainment"
"5039","Professor Watts Memory Match: Expressions","Sep 12, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ripknot Systems","Ripknot Systems"
"5040","S.T.R.E.T.C.H.","May 18, 2018","$0.75","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ARGames","Metal Fox"
"5041","The Entity","Jul 2, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ragdoll Inc","Ragdoll Inc"
"5042","Craft and Dungeon","Apr 3, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Victor Corradi","Corradi Games"
"5043","Potatoe","Feb 13, 2018","$0.75","N/A (N/A)","0 .. 20,000","00:00 (00:00)","softvar","Metal Fox"
"5044","Planum","Apr 18, 2018","$0.75","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CONVEY Studios","Metal Fox"
"5046","Haters, kill them all!","Feb 25, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CSM","W.T.B."
"5047","Kinaman vs Gray Elephant","May 10, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Crystal Box Team","Conglomerate 5"
"5049","ArcBall","Mar 29, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VladProduction","VladProduction"
"5050","Lethal Lawns: Competitive Mowing Bloodsport","Mar 30, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","dimeStudios, kaijuStomp","dimeStudios, kaijuStomp"
"5051","Krystal the Adventurer","Jun 7, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Floofs","Floofs"
"5052","Tactics Maiden Remastered","Sep 28, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mangobile","Mangobile"
"5053","Battle Squares","Aug 23, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Caleb Chalmers","Atlas ""Incawporated"""
"5054","Blindia","Oct 31, 2018","$0.74","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IndigoBlue Game Studio","PsychoFlux Entertainment"
"5055","The Tower of Five Hearts","Nov 14, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TsukiWare","MangaGamer"
"5056","灵界 Sprites（测试版）","Apr 25, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","秀儿工作室","秀儿工作室"
"5057","Rage Quest: The Worst Game","Feb 1, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kyle Hughart","Kyle Hughart"
"5058","Chinese Ink Painting Puzzle & Creator / 國畫拼圖創作家","Feb 14, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Unico Game Studio","Unico Game Studio"
"5059","Foosball VR","Nov 9, 2018","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Coduar","Coduar"
"5060","Oneness","Mar 29, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aya Game Studio","Aya Game Studio"
"5061","PuzzGun","May 9, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aleksi Rajamäki, Matias Rajamäki","Codera"
"5062","Gem Rush","Aug 6, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Quicksilver Software, Inc.","Quicksilver Software, Inc."
"5063","Crazy Washing Machine","Oct 7, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vaasy (Ignat Cherkashin Alekseevich), Elisey Cherkashin Alekseevich, nottodayrender","Vaasy (Ignat Cherkashin Alekseevich)"
"5064","Propaganda Llama","Nov 26, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Space Wagon Games","Electric Monk Media"
"5065","Travel Mosaics 6: Christmas Around the World","Dec 3, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jetdogs Studios","Jetdogs Studios"
"5066","Dizzy Dungeon","May 7, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DigiFeather","DigiFeather"
"5067","Space God","Apr 19, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jellypig Games","Jellypig Games, PsychoFlux Entertainment"
"5068","Bleeding Knife","Feb 22, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Abdulla Hassan Al-Farsi","Abdulla Hassan Al-Farsi"
"5069","Courtyard Broomball","Jun 1, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Newfa Games","Newfa Games"
"5070","Save her, from dreams","May 10, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ziyi Zhang","Ziyi Zhang"
"5071","The Skeleton","Jul 10, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZIGGSTER GAMES","ZIGGSTER GAMES"
"5072","Resynth","Sep 27, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Polyphonic LP","Polyphonic LP"
"5073","Fiber Twig 2","Sep 18, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Puzzle Lab","Dikobraz Games"
"5074","Phantasmat: The Dread of Oakville Collector's Edition","Oct 12, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eipix Entertainment","Big Fish Games"
"5075","Dark Parables: The Match Girl's Lost Paradise Collector's Edition","Nov 2, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Tea Games","Big Fish Games"
"5076","Sling Ming","Apr 5, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Good Night Brave Warrior","Good Night Brave Warrior"
"5077","Twin Blue Moons","Mar 7, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Arcus Plume","Arcus Plume"
"5078","Haunted Hotel: Charles Dexter Ward Collector's Edition","Jun 11, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Special Bit","Big Fish Games"
"5079","Hex Two","Jun 8, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Goya","Studio Goya"
"5080","Nobunaga's Shadow","Jun 11, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ultaan Games","Ultaan Games"
"5081","Weyrwood","Nov 29, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"5082","Shrug Island - The Meeting","May 9, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tiny Red Camel","Tiny Red Camel"
"5083","Defend the Highlands: World Tour","Jan 26, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kilted Camel","KISS ltd"
"5084","Pixel Arcade Legacy","Apr 2, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CJG Studio","CJG Studio"
"5085","Mortal Manor","Jan 15, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dogless Head Games","Dogless Head Games"
"5086","MRS SNAKE","Mar 19, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Create Our Freedom","Create Our Freedom"
"5087","Free road","Apr 24, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nikita Makeev","Nikita Makeev"
"5088","The Hardest Dungeon","Nov 29, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pippala Games","Pippala Games"
"5089","Avalon Legends Solitaire 3","May 30, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Anawiki Games","Anawiki Games"
"5090","Horde: Zombie Outbreak","Jul 30, 2018","$2.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Madowl Games","Madowl Games"
"5091","Angry Troll Simulator","Oct 11, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","One Face Studio","One Face Studio"
"5092","Mass O' Kyzt","Jul 1, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AlexHoratio","AlexHoratio"
"5093","The Homestead Invasion","Jan 10, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ore","Ore"
"5094","Echoes III","Sep 5, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Binary Zoo","The Game Bakers"
"5095","Storm of Jigsaw Puzzles 拼图风暴","Oct 17, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AppleCoffee","AppleCoffee"
"5096","Find Differences","Oct 22, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Right Games","Right Games"
"5097","The Moonstone Equation","Aug 20, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Andy Buck","Hippy Lizard"
"5098","Cheitha","Mar 7, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Headshot Labs","Headshot Labs"
"5099","Dead Ground:Arena","Aug 30, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VRillAR","VRillAR"
"5100","SpaceTone","Sep 24, 2018","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SpaceSoySauceStudio","SpaceSoySauceStudio"
"5101","Bladequest","Aug 10, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Phodex Games","Phodex Games"
"5102","Melancholy Republic","Apr 11, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cloud Runner Studios","None"
"5103","Nero Burning ROM - All-in-One Disc Burn Solution","Oct 16, 2018","$49.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nero AG","Nero AG"
"5104","Amazing Trivia","Jan 25, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vladimir Maslov","Vladimir Maslov"
"5105","Tanks VR","Apr 6, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Freshfield Studios","Freshfield Studios"
"5106","夜雪冰娇","Mar 30, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","QXGame","QXGame"
"5107","bomber-un","Apr 5, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hardcore Studio","Hardcore Studio"
"5108","Hinterhalt 2","Oct 8, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FelGC.GamesDevelopment","FelGC.GamesDevelopment"
"5109","破碎的笔记 Bad Note","Nov 30, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Red.Soul","冷笑黑妖"
"5110","逗国科举 | Douguo Keju","Dec 7, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CCYY","Trueyuna Technology Co. Ltd."
"5111","jut","Jan 17, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sokpop Collective","Sokpop Collective"
"5112","A Collection of Bad Moments","Jan 12, 2018","$3.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sky Trail Ltd","Sky Trail Ltd"
"5113","Artipic","Apr 26, 2018","$29.9","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Artipic AB","Artipic AB"
"5114","Love Bites","Jun 1, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winter Wolves","Winter Wolves"
"5115","Intelligence: Anime girls","Jun 2, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Laush Dmitriy Sergeevich","Laush Studio"
"5116","Hentai Hexa Mosaic","Sep 14, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolfgangis","Wolfgangis"
"5117","Diastone: Memories","Dec 12, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Souluted Games","Souluted Games"
"5118","Exotic Matter","Jul 6, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MobiusCode","MobiusCode"
"5119","FARHOME","Apr 5, 2018","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DEVCUBE STUDIO","DEVCUBE STUDIO"
"5120","Without Escape","Apr 24, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bumpy Trail Games","Bumpy Trail Games"
"5121","Preventive Strike","Jun 15, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TocanaDev","TocanaDev"
"5122","Life and Debt: A Real Life Simulator","Feb 28, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Static City Games","Static City Games"
"5123","Mind Portal","Jan 12, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Daniil Titner","Daniil Titner"
"5124","March to Glory","Apr 13, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shenandoah Studio","Slitherine Ltd."
"5125","Football Nation VR Tournament 2018","Jun 7, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cherry Pop Games","Cherry Pop Games"
"5126","Virtual Families 2: Our Dream House","Jun 25, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Last Day Of Work","Last Day Of Work"
"5127","Thirsty Bubble","Feb 6, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tero Lunkka, BlackThug","HaDe Games"
"5129","Reveal","Jul 17, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Useless Machines","SA Industry"
"5130","Action Alien: Survival","Feb 26, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Devdan Games","Devdan Games"
"5131","Cyborg Invasion Shooter 2: Battle Of Earth","Feb 28, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tero Lunkka","Tero Lunkka"
"5132","KryptCrawler","Jun 5, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CrazyBunch","CrazyBunch"
"5133","Ashley: The Story Of Survival","Apr 13, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Art Of Adventures","Art Of Adventures"
"5134","Electronic Piano","Apr 19, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Music Breath","Music Breath"
"5136","Ayahuasca: A low poly adventure","Jan 28, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eternity Studios","Eternity Studios"
"5139","Export Simulator","Jul 6, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZovGame","Errigar Games"
"5141","RainWidget","Dec 6, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RainySoft","RainySoft"
"5142","Zombow","Mar 28, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CasGames","CasGames"
"5143","Thunder Chase","Feb 2, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gigafun Ltd.","Gigafun Ltd."
"5144","MODSORK","Aug 16, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cinnoman Games","Cinnoman Games"
"5145","MultiTaskMaster","Aug 16, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WyvernWare","WyvernWare"
"5146","Bedlamball","Apr 19, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Evan Peiperl, Brianna Livesay","Solidplasma Studios LLC"
"5147","Subsideria","Aug 24, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","QFSW","QFSW"
"5148","Open The Door","Nov 30, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Individual233","Individual233"
"5149","BlackSimulator","Feb 26, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Justin Fox Media","Justin Fox Media"
"5150","Star'Shoot","Sep 27, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Space Maker Studio","Space Maker Studio"
"5151","Alien Attack: Pocket Edition","Aug 1, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alien Jellyfish","Alien Jellyfish"
