"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"3298","Ancient Warriors Casino Jackpot","Nov 21, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"3299","Jigsaw Tour","Nov 23, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creobit","8floor"
"3300","VR Museum Tour Grand Collection","Dec 8, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","William at Oxford","William at Oxford"
"3301","Cafe Simulator","Dec 22, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ziya KAGAN NAMLI","Ziya KAGAN NAMLI"
"3302","Without A Roof (W.A.R.)","Jan 23, 2020","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","New World Coders","New World Coders"
"3303","Six Temples","Apr 17, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Camel Cup Graphics","Maya Virtual"
"3304","World War 2 Zombie Attack VR Coronavirus Simulator","Feb 4, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Monkey Reality","Extreme Games"
"3305","Come on-be with you","Feb 13, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","yu","yun"
"3306","Virage Rally","Feb 24, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eyraud Software","Eyraud Software"
"3307","Snack clearing","Apr 18, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue panda Games","Blue panda Games"
"3308","Awoken: Chapter One of Reverie","Sep 4, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Before The Storm","Devious Eye Entertainment"
"3309","VR Astronomy and Geography Lab (Universe Spacecraft, Solar System, Earth, Moon, Relativity, Flying over the World, etc)","Jun 28, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","William at Oxford","William at Oxford"
"3311","Secret of Harrow Manor 2","Oct 6, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brandon Smith","Only Human Studios"
"3312","Lost In Time","Oct 23, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Syed Abdullah Shah","Syed Abdullah Shah"
"3313","Rifle Dodger","Nov 6, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jordan Russell","Jordan Russell"
"3314","Text Twisted Pro","Dec 9, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tuga Studios","Tuga Studios"
"3315","Typing Fingers","Dec 11, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Foriero s. r. o.","Foriero s. r. o."
"3316","VR Luxury Life (Be a Billionaire)","Dec 29, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","William at Oxford","William at Oxford"
"3317","The Hunted","Feb 4, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sekai VR Ltd.","Big Head Games Ltd."
"3318","Space Journey","Feb 28, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Starmops","Starmops"
"3319","KANNA","Feb 15, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hillside Studio","Hillside Studio"
"3321","Street Racing 2020","Mar 30, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Technologies&Simulators","Technologies&amp;Simulators"
"3322","Scorched Islands","Mar 30, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ignis Game Studio","Ignis Game Studio"
"3323","Risky Floors","May 13, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","cBlck","cBlck"
"3324","Tactical Warfare Simulator","Dec 21, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hollow World Games llc","Hollow World Games llc"
"3325","First Floor","Jul 18, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Keffny Charles","Dirty Kaneez Gamez"
"3327","LemWars","Oct 14, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ILYA GUBIN","ILYA GUBIN"
"3328","VR Bike Tour/Exercise in 22nd Century World","Dec 20, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","William at Oxford","William at Oxford"
"3329","Street Jam: The Rise","Jan 9, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hosted Games","Hosted Games"
"3330","Colorful 3D II","Mar 6, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Suntm","Suntm"
"3331","SECTOR 40: The Soviet Legacy","Mar 20, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fifteen Feet","Fifteen Feet"
"3332","Lost","Jun 10, 2020","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","玩多阵 Studio","玩多阵 Studio"
"3333","Battlestage","Sep 11, 2020","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FZ-Tech","FZ-Tech"
"3334","VR Skydiving","Dec 11, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","William at Oxford","William at Oxford"
"3335","Zombrio","Dec 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Elephant Arts","Elephant Arts"
"3336","HEDE Game Engine","Jun 10, 2020","$199.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hede Games","Hede Games"
"3337","Fill and Cross Royal Riddles","Sep 18, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creobit","8floor"
"3338","Fourthy","Jan 2, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","cBlck","cBlck"
"3339","MADELA","Jan 7, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Habib Alejalil","A Plus Studio"
"3340","Proxy Air Force","May 29, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Anamik Majumdar","Anamik Majumdar"
"3341","Prairie survival","Oct 16, 2020","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","REFLEX","REFLEX"
"3342","ABH","Nov 3, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zaidelle Games","Zaidelle Games"
"3343","Snow Apocalypse","Aug 15, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","nextjen","nextjen"
"3345","Seven Wonders of St. Clementine","Oct 30, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Imagine Fantasia","Angel Star Studios"
"3346","Undead zombies","Jan 8, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","杰游科技","杰游科技"
"3347","Cybernetica","Feb 25, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kedexa","Kedexa"
"3348","80S escape","May 5, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studios","Studios"
"3349","Carom Billiards","Jul 3, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pix Arts","Pix Arts"
"3350","Macro golf","Dec 14, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vitok","Vitok"
"3351","Undead Souls","Aug 25, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rootify","Rootify"
"3352","REFUGE","Jan 7, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TlySoft","TlySoft"
"3354","The Moon Relax","Sep 1, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","indie_games_studio","indie_games_studio"
"3355","Schlag den Star - Das 2. Spiel","Oct 29, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Beatshapers","bitComposer Interactive GmbH"
"3356","Desert Mystery","Dec 28, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GamesLtd.","GamesLtd."
"3357","Abst Clicker Farm","Feb 11, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","cBlck","cBlck"
"3358","我的赛车生涯/My Racing Career","May 27, 2020","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YZXJJ","YZXJJ"
"3359","Trains & Things","Jan 23, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","bitshift","bitshift"
"3360","LETHAL STRIKE","Apr 1, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","windfallsoft","windfallsoft"
"3361","Chronac: Escape","Apr 24, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chronac Software","Chronac Software"
"3362","Shark Castle","Sep 22, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sublunary Studio","Sublunary Studio"
"3363","Tile Conqueror","Feb 3, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Firenja","Firenja"
"3364","Thigh Climbers","Apr 24, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Monarchy Media, LLC","Monarchy Media, LLC"
"3365","Kamodo Steve: Janitor on Fire!","Jul 20, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Matthew Board, SleekTiki Interactive LLC","SleekTiki Interactive LLC"
"3366","Billy","Feb 3, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gianni sarmiento","Gianni Sarmiento"
"3367","Lands of Pharaoh: Episode 1","Jan 7, 2020","$10","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pyramid Games","Orion Asistan Hizmetleri A.S."
"3368","Hippoboar Rancher ~かばいの牧場物語~","Mar 31, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OTUSUN LAND","OTUSUN LAND"
"3369","Daraney - Guardian's Rise","Jan 3, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Christopher Hanke","Christopher Hanke"
"3370","Grimalkin: Solar Defense Force","Jan 10, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Funatic Illuminations","Funatic Illuminations"
"3371","Winter Break","Jan 3, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RyseUp Studios","RyseUp Studios"
"3372","FlickerMAZE","Jan 1, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Banana Pizza Games","Banana Pizza Games"
"3373","Nine Circles of Hell","Jan 2, 2020","$7.5","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZigZagJazz LLC","ZigZagJazz LLC"
"3374","Sliding Puzzle Collection","Jan 6, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Random Box Studio","Random Box Studio"
"3375","RC Plane VR","Jan 15, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ethervision, LLC, Nathan Warden","Ethervision, LLC"
"3376","Melody Flight","Apr 24, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Outside Realm","Outside Realm"
"3377","That Lava Escape Game","Jan 20, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Deep Blue Games","Deep Blue Games"
"3378","DonDon Busters!!","Jan 22, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Artiknappa","Artiknappa"
"3379","Pyramid Defense","Jan 23, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bharal","Bharal"
"3380","Super Rocket Ride","Oct 16, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cosmocat, Unruly Games","Cosmocat"
"3381","Jumplord","Feb 6, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fabagame","Fabagame"
"3382","Wat A Life","Mar 20, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Deeber Studio","Deeber Studio"
"3383","Secret City: Chalk of Fate Collector's Edition","Jan 20, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Domini Games","Big Fish Games"
"3384","Forest of MATH","Feb 20, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Agencija SQL","Agencija SQL"
"3385","Interphase","Feb 12, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Assembly Line, Image Works","MIRROR Soft"
"3386","S0","Feb 12, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CraebTec","CraebTec"
"3387","Wire Flying Maid","Feb 12, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IzukawaN","IzukawaN"
"3389","Lightale","Mar 3, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SmilingKey","SmilingKey"
"3390","Escape of Mari: The Polar Ladybug","Mar 13, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Adam G","Adam G"
"3391","Go Far Away","Apr 18, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Louie","ShineProject"
"3392","Campgrounds IV Collector's Edition","Feb 21, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jumb-O-Fun","Big Fish Games"
"3394","Of Evil and Darkness","Mar 3, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jay Carvajal","CinemaComics Entertainment"
"3395","Dead's Prison Watcher","Feb 15, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Twisted Gentleman","Twisted Gentleman"
"3396","Champions of Thora","Mar 5, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Phoenix Games","Blue Phoenix Games"
"3397","Anti Air","Aug 1, 2020","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PostBeta","PostBeta"
"3398","Quarter Horse Racing","Mar 6, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GJ Arts","GJ Arts"
"3399","Sharpshooter Plus","Feb 28, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","yyrGames","yyrGames"
"3400","Casus","Aug 21, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Spliced Games","Spliced Games"
"3401","BLIND QUEST - The Enchanted Castle","Feb 6, 2020","$4.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Associazione Audiogames","IV Productions"
"3402","Around the Fire","Mar 20, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sean Marty","Sean Marty"
"3403","Beach Bar VR","Mar 22, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Benjamin Parisi","Benjamin Parisi"
"3404","Bridge Crawler","Mar 20, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Flying Chappal Studios Inc.","Flying Chappal Studios Inc."
"3405","Microodyssey","Sep 10, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pulsarnik Productions","Pulsarnik Productions"
"3406","ManaTech","Mar 26, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Drunk Galah","Drunk Galah"
"3407","Alien Frontline","Mar 23, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","226GameStudio","226GameStudio"
"3408","Get Good","May 15, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vypur","Vypur"
"3409","Mars Plan","Mar 28, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VRSoft.Co.Ltd","VRSoft, VRSoft.Co.Ltd"
"3410","The Sunset that day, あの日見た夕陽","Mar 26, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","誰かを思いやる心, Heart to care for someone","誰かを思いやる心, Heart to care for someone"
"3411","Valkyrie's Arrow | 瓦尔基丽的箭","Mar 28, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Olinki","linkflag"
"3412","Kurogane of the sky","Apr 17, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","hukurou91","hukurou91"
"3413","Mission Ring Possible","Apr 2, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TIPA Games Berlin","TIPA Games Berlin"
"3414","Stealth Master","Apr 2, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YAOYICHEN","YAOYICHEN"
"3415","方圈 Square Circle","Apr 7, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YHJ","YHJ"
"3416","Endless Savagery","Apr 8, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Insane Systems","Insane Systems"
"3417","Storynth","Jul 10, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Julia Barker","Julia Barker"
"3418","Etheldia Pepper","Apr 14, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Etheldia","Etheldia"
"3420","Tiktalec And The Dino Moonbase","Apr 17, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Playpocalypse Games","Playpocalypse Games"
"3421","A Lanterns Glow","Apr 30, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kilian Hintz","KLH Studios LLC"
"3422","Sunset fighter","Mar 31, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","torumees.games","torumees.games"
"3423","Smashing Healthy VR","Apr 18, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Daruma The Factory, Inc.","Daruma The Factory, Inc."
"3424","Memory Player","Apr 24, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WANG ZHENZHEN","WANG ZHENZHEN"
"3425","PuzzleKid","Apr 22, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RollingPangda","RollingPangda"
"3427","PXL-SHIP","May 4, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Joshua Bergstrom","Joshua Bergstrom"
"3428","City Defender","May 7, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RTISATTO","RTISATTO"
"3429","Last Man","May 15, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","War Industries Games","War Industries Games"
"3430","Dumb Roguelike-like RPG","May 14, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brewsterland Studios","Brewsterland Studios"
"3431","就这消消乐","Apr 27, 2020","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","mmdw","mmdw"
"3433","Hyde and Zeke","Jun 2, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mystic Mask Media","Mystic Mask Media"
"3434","Beware of the Blob","May 27, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Beware Blob","Beware Blob"
"3435","Touch The Floor","Jun 5, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Andreas Sheittanis","LockdownPlay"
"3436","Cupcake: an Apartment Adventure","Aug 6, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rachel","Gamer Can't Focus"
"3437","Barrel Blast","Nov 13, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Me First Games","Me First Games"
"3438","Widgets and Gidgets","Jun 13, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dwarf Haven Games","Dwarf Haven Games"
"3439","Offcoast","Jun 16, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ice-Cold Shivering Studios","Ice-Cold Shivering Studios"
"3440","Explode On Contact","Dec 17, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hecktic Games","Hecktic Games"
"3441","Logic - Electrons Connect","Jul 3, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","StationGames","PuzzleWord"
"3442","Marshall Mellow","Jun 26, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TJ Lagasse","Indie"
"3444","The Host","Aug 31, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Xonomy","Xonomy"
"3446","PURRfection! The cat tossing game!!","Jul 2, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KCGames","Furballs Anonymous"
"3447","Throwing Stone","Jun 6, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","＼上／","上原諒祐"
"3448","Space Wave Race","Jul 7, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rising Pixel","IV Productions"
"3449","Buck Bradley Comic Adventure 2","Jul 19, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WERDERA SRL","WERDERA SRL"
"3450","Analog Party Sim","Jul 8, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Harry Forde","Harry Forde"
"3451","Sheep Island","Jul 13, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Arkhamsoft","Arkhamsoft"
"3452","Stone it!","Sep 24, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","UDevLemon","UDevLemon"
"3453","Zeko","Aug 7, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rogerty","Rogerty"
"3454","Groove Balls","Jul 25, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yolopia Ltd","Yolopia Ltd"
"3455","RUBICON","Aug 31, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pyrebug Studios","Pyrebug Studios"
"3457","Wawa United","Sep 10, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Adrien Pierret","Adrien Pierret"
"3458","Ziggy The Chaser","Jul 15, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dejan Cicic, Srdjan Savic","Pepe Soft Kladovo"
"3462","Whiskers & Tail","Aug 25, 2020","$0.74","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dr. Cyril Splutterworth","Dr. Cyril Splutterworth"
"3463","Mega Roller Ball","Aug 3, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jacob (Jake) Roberson","Jacob (Jake) Roberson"
"3464","Raging Fists: Retribution","Jul 23, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Super Tech Dude","Super Tech Dude"
"3465","Destructive Behavior","Jul 24, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mark Green","Mark Green"
"3466","SUCCESSOR OF THE KEY","Sep 29, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AKIBA-Willow","WILLPLUS LTD"
"3467","Circles of Hell","Jul 30, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tobias","Atlas Industries"
"3469","Try to Survive!","Aug 3, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","INGO","INGO"
"3471","Dear Home","Oct 1, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Growing Seed Games","Growing Seed Games"
"3472","The Scam","Aug 3, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sean Marty","Sean Marty"
"3473","The Great Adventures of Hemeko & CH0_CH0","Sep 28, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cho Hyunjoon, Jo Ahyung, Yoon Juno","Nose Studio"
"3475","Px Art","Aug 13, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Xiangsu Tang","Xiangsu Tang"
"3476","eyeDASH","Aug 21, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Whensoft","Whensoft"
"3478","Crypt of the Gods","Aug 21, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","QTArts","QTArts"
"3480","Venkazoid Blast","Aug 24, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Phillip Herrera","Phillip Herrera"
"3483","Red Sector","Sep 30, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Narzioth","Narzioth"
"3484","Pixel Art - Mash-Up","Sep 14, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vonderbear","Vonderbear"
"3485","P.I.D.","Oct 13, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","João Victor da Silva, Lucas Roberto","AMDI Studios"
"3486","Punchout: Music","Sep 17, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Officeu Co., Ltd.","Officeu Co., Ltd."
"3487","Tomb Typing","Aug 25, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Individual Software","Individual Software"
"3488","Compost","Sep 11, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Midnight Warden","Superfantastic Productions"
"3489","Monochro","Sep 15, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","necotama","necotama"
"3490","Handy Machines VR","Sep 30, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Milan Matonok, Daniel Rychlý","Fungamesvr"
"3491","Happy Summer Holiday","Dec 15, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","血色双眸","血色双眸"
"3494","Left Dex","Sep 18, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Falcon Hunter","Falcon Hunter"
"3495","Wizards Of The West","Dec 1, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marc Hansen","Land Of Pixels"
"3496","Tales From Evenfall","Sep 22, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Northward Games","Northward Games"
"3497","TECHPACK","Sep 25, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TechDev","Fasold Games"
"3498","Deception","Nov 2, 2020","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","cpsoft","cpsoft"
"3499","Wardroid","Oct 2, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Roach Game Studio","Roach Game Studio"
"3500","Bunker Down","Oct 15, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brett Schlereth","Brett Schlereth"
"3501","Mega Veg Man","Oct 5, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bug Bounty Games","Bug Bounty Games"
"3502","Knightmare","Nov 27, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hagertech","Hagertech"
"3503","Grilled","Nov 12, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Andorf Games","Andorf Games"
"3504","星尘战区 Stardust Theater","Oct 6, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TlpProject","TlpProject"
"3505","Diamond hunt","Oct 9, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RockingDyde!","RockingDyde!"
"3506","Anime - Match The Memory","Oct 6, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"3507","Fade","Oct 29, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Azimuth Studios","Azimuth Studios"
"3508","Historical Games: Chariot Racing","Nov 13, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Flyover Zone","Flyover Zone"
"3509","Spot The Dot","Oct 30, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shady Horse Ent","Shady Horse Ent"
